"job_title","company","location","job_summary"
"Mid-Level Java Developer (U.S. Citizenship Required)","Oakwood Controls Corp.","Fort Belvoir, VA","Oakwood Controls has an immediate opening for a Software Engineer to join a small but growing highly-skilled team working at an on-site customer location on Fort Belvoir, VA.AT THIS TIME WE CANNOT OFFER SPONSORSHIP FOR THIS ROLE.Eligible candidates must show a proficiency in the following;Object-oriented and functional design patternsConcurrency and networked systemsSecurity and authentication techniquesDesigning, building and documenting public-facing APIsNetwork protocol design and developmentHardware integration and embedded application developmentContinuous integration and version managementLinux system administrationUI development in web-based and standalone applicationsRequired Experience: Java, Scala or ErlangLinuxExcellent communication skills (listening, verbal, written, and presentation/briefing)Communicating complex technical concepts and project information to technical and non-technical audiencesExhibiting initiative and an ability to work independently with minimal supervisionRequired Qualifications: BS in Computer Science, Systems Engineering or related technical field and 5 or more years of professional experience in a software development and engineering.The ideal candidate will be a self-starting individual with a strong background in software development and integration. Experience with system integration, military software development, and military hardware systems is preferred. Experience developing software, particularly in Java, Scala and Erlang is a bonus, but not required. Comfort in a very dynamic environment is necessary as goals and priorities may change drastically in a short time frame.CANDIDATES MUST BE AMERICAN CITIZENSCANDIDATES MUST HAVE AN INTERIM OR ACTIVE GOVERNMENT SECRET CLEARANCE OR BE ELIGIBLE FOR SUCH. Please include your clearance level with investigation dates on your resume or cover letter.CANDIDATES MUST BE LOCATED IN THE WASHINGTON, DC AREA AND ARE WILLING TO COMMUTE TO FORT BELVOIR, VA.The open position is in support of Communication-Electronics Research, Development, and Engineering Centers (CERDEC) Night Vision Electronics & Sensors Directorate (NVESD) Integrated Sensor Architecture (ISA) product. ISA is the U.S. Armys solution for sensor integration and interoperability on the Armys network. The ideal candidate will be solutions driven doer and have a passion for supporting projects that will provide a positive impact for the Warfighter.AT THIS TIME WE CANNOT OFFER SPONSORSHIP FOR THIS ROLE.Job Type: Full-timeSalary: $80,000.00 to $100,000.00 /yearJob Location:Fort Belvoir, VARequired education:Bachelor'sRequired experience:Software Development/Engineering: 5 yearsRequired language:English"
"PHP Developer","Network Merchants, LLC","Roselle, IL","SummaryThe software development team at NMI is a small, agile group that works closely together but requires independent thinking and motivation. Developers have direct influence over the design and implementation of their code and are heavily involved in application testing. Expertise should include fluency in coding in relevant languages, strong troubleshooting and analytical skills, good communication skills and a genuine passion for solving problems related to scalability, performance, security, and redundancy.Essential FunctionsWrite secure, clean software that scales with concurrency.Write unit, application level, and system tests.Update and maintain the payment gateway system.Learn and write system tools.Document code, concepts, business logic, and logistics.Design and develop new features and interfaces using modern web programming paradigms.Build and maintain secure APIs.Create efficient database queries.Perform all other related duties, as assigned.Qualifications and Education RequirementsBachelor of Arts/Science in Computer science or other experience commensurate.3+ years developing complex applications.Expertise in design patterns.Fluency in all aspects of PHP development and the Software Development Lifecycle.Fluent written communication and verbal agility.Expertise with MySQL.Intermediate experience with JavaScript.Working knowledge of Linux.Experience with large-scale distributed systems is a plus.Familiarity with common testing methodologies.Knowledge, skills, abilities and other characteristicsMust be able to work collaboratively with others.Must be an independent and critical thinker.Must have high moral integrity.Must be consistently detail-oriented.Be enthusiastic about sharing independent learning with the team.Must be able to communicate concisely.Must be able to resolve problems promptly.Must have domain knowledge of payment industry.Familiarity with writing code that adheres to PCI-DSS compliance.TO APPLY:http://nmi.applytojob.com/apply/b5xGpH/PHP-Developer?source=INDEJob Type: Full-timeRequired experience:PHP: 3 years"
"Java Developer","Hayneedle","Omaha, NE","Create a fulfilling career with the nation's premier online retailer for everything home furnishings & dcor Having been named a Top 500 Retailer as well as one of the fastest growing companies in America, Hayneedle is well aware that success doesn't make itself; success is created through talent, hard work, and cooperation. Our future is defined by the lasting relationships we create with our amazing team people who come ready to transform the industry with big ideas, loads of ambition, and a healthy obsession for excellence.Staying true to our roots, Hayneedle operates from a foundation built by free-thinking innovators with an unwavering passion for bringing the best products, experiences, and services to millions of customers every day. And as our company grows, so does our need for savvy self-starters who dare to dream, take action, and make a difference.What does a Java Developer at Hayneedle do?The Java Developer will design, develop, and maintain internal API platform components, RESTful web services, and data transformation processes. They will also be responsible for documenting the API.Key Responsibilities: Design and implementation of RESTful web service APIs for use by both internal and external developers.Design and implement data transformation processes to prepare data for use by the API.Follow existing standards and conventions of our API platform and help drive future conventions.Partner with other Application Development teams to drive adoption and use of APIs internally.Provide production support, including on-call support as required.Participate in daily agile team standups as well as provide status updates to the API Development Manager.Keep up-to-date on new technologies, innovations, etc.Proactively build your own skill set.What basic qualifications will our Java Developer need to have?BS and/or MS in Computer Science, related field, or equivalent work experience required.2-4 years of software development experience (Java, C++, etc.) required.Java software development experience in a JEE environment (Glassfish, WebSphere, WebLogic, etc) preferred.Demonstrable working knowledge of SQL required.Hands-on experience developing web services with Jersey preferred.Experience with JSON and XML related Java technologies (i.e. Jackson and/or JAXB) a plus.1-3 years of web application development experience (PHP, .NET, ColdFusion, etc.) a plus.Experience with maven and subversion or git a plus.Experience with OAuth a plus.Experience with Memcached a plus.Strong oral and written skills.Retail experience a plus, but not required.As one of the nation's largest online retailers, staying ahead of the curve is essential. We rely on the positive, team-oriented attitudes of top-notch people to keep the business thriving. If you feel like the fast-paced, rewarding environment of a rapidly growing retail brand is for youshare your story! Apply today and tell us why you fit the bill as the next best addition to our winning team.Job Type: Full-timeJob Location:Omaha, NE"
"Mid-Level Software Engineer","FastSpring","Santa Barbara, CA","Indeed hire is in partnership with Fastspring.The OpportunityWant to work for a company where you can have a genuine impact, be passionate about what you do, and work with a great team of people? At FastSpring, we work hard while keeping a fun, collaborative, and casual atmosphere. Headquartered in downtown Santa Barbara, our offices are just a few minutes from great restaurants, shops and the beach. If you're highly driven and want to work at an exciting, fast-growing e-commerce and subscription management SaaS company, consider joining the FastSpring team. We offer a dynamic work environment, competitive compensation, equity, growth opportunities, benefits and more for the right candidate.The PositionFastSpring is looking for a Mid-Level Software Engineer to join a growing team at its headquarters in Santa Barbara, CA. The Mid-Level Software Engineer will be responsible for developing incremental changes, bug fixes and larger features for FastSprings SaaS ecommerce platform, which serves the store-front, payment, digital fulfillment, and post-order needs of digital retailers worldwide.ResponsibilitiesDevelop and test new features, incremental changes, and bug fixes to a production-ready state using agile development processesContribute to architectural designsDefine and implement automated tests for new developmentParticipate in code review processDevelop skills with new technologiesQualifications3+ years Java / JavaScript / node experience2+ years AWS experience, including EC2, S3, RDS, DynamoDB; experience with Lambda and Redshift is a plus3+ years experience developing software services using RESTful APIsAbility to automate tasks through scriptingUnderstanding of agile development processesBachelors degree in Computer Science or equivalent experienceJob Type: Full-timeJob Location:Santa Barbara, CARequired education:Bachelor'sRequired experience:AWS: 2 years"
"Full Stack Developer","Healthwarehouse.com, Inc.","Florence, KY","About the jobWe are looking for a Full Stack Engineer to build and support the next phase of our core platform and APIs. You will be a key technical contributor and will help make important architectural decisions. This position involves work with high performance and high availability systems, as well as front end work.We are looking for a highly reliable and very disciplined person who will remain committed to the progress of our team and our company.ResponsibilitiesParticipate in the design and implementation of software solutionsBuild high performance, scalable, server-side technologies using open-source and proprietary technologiesWrite maintainable, well documented code with extensive test coverageWork in a professional software engineering environment with VCS, dev/stage/production release cycles and continuous integrationRequirementsCandidate willing to relocate to Greater Cincinnati areaStrong CS fundamentals, including good working knowledge of classic algorithms and data structures3+ years of professional software development experience shipping high-volume, scalable applications on a service-oriented architectureIn depth knowledge of: Python, PHP, RESTful APIs, relation and non-relational database engines, HTML, CSS and JavaScriptStrong communication skills: you can clearly articulate your point of viewProven ability to self-manage but also work as part of a close-knit team using Agile development tools for tracking progress, issues, etc.Thorough understanding architectural patterns of large, high-scale web applicationsRigor in A/B testing, test coverage, and other best practices (Git, CI, Code formatting etc)Bonus pointsPrevious experience in Health Care or Pharmacy I.T.Experience with Magento 1 and Magento 2Experience with Ansible, LDAP/Active DirectoryExperience with Ubuntu, CentOS, and VMWare ESXIAdvanced networking experience a big plusDemonstrated UI/UX sensibilitiesContributions to Open Source projects that you can show examples of (e.g: Github)Job Type: Full-timeRequired experience:Software Development: 1 year"
"GUI Software Developer (relocation available) Salt Lake City, Utah","L3 Technologies, Communication Systems-West","Seattle, WA","L-3 Communication Systems-West is seeking a Software Engineer with a background in GUI development to work in our Salt Lake City, Utah location . Excellent communication skills are required, as this position interacts with our UX designers, product users, software and hardware development teams and program management.Responsibilities: Design and implement elegant user interfaces with a strong focus on UXDesign, develop, code, test and debug softwareReview code and designAnalyze and enhance efficiency, stability and scalability of the softwareSupport software quality assurance and optimize performanceProvide production supportInterface with other software, system engineers and program managementQualifications: 3+ years of experience in user interface developmentBS/MS in Computer Science or Engineering, or equivalent work experienceExperience with desktop application development and multithreadingExperience with C#, WPF and JavaExperience creating positive user experiencesFamiliarity with JavaScript frameworks such as Angular and Node a plusFamiliarity in HTML5 & CSS3 a plusFamiliarity with software configuration management tools, defect tracking tools, and peer reviewOutstanding interaction and visual design skillsThe ability to represent user needs and goals to interdisciplinary teamsExcellent written and verbal communication skillsExperience in lieu of a degree will be considered.This position may be filled at a higher grade based on the successful applicant's skills, education and experience.Due to the nature of our work qualified candidates must be able to obtain and maintain a DoD security clearance.Equal Opportunity Employer  minorities / females / veterans / individuals with disabilities / sexual orientation / gender identity.L-3 maintains a drug-free workplace and performs pre-employment substance-abuse testing and background checks.Job Type: Full-timeRequired education:Bachelor'sRequired experience:Angular, Node.js, JavaScript and TypeScript: 2 yearsServer side development using Node.js, java, .NET: 2 yearsDeveloping SPA and API style architectures: 2 yearsUser interface design: 2 years"
"Full Stack Java Developer","Somersi Software, Inc","Boca Raton, FL","Somersi Software is hiring for a Full Stack Java Developer Position : Somersi Software is a small, fast growing company seeking to provide the best possible atmosphere for engineers to reach their fullest potential. Self starter? Love to code? Dream in if statements? You will fit in here! We recently received an award from the University of Florida that ranks us in the top 100 fastest-growing, Gator-owned or Gator-led businesses in the world. You'll be part the team taking us to the next level of growth.We are looking for an experienced Full Stack Java developer to join a fast-growing, small startup for an on-site position. You'll be pushing code daily and responsible for all aspects, from front-end through back-end. This position requires work on multiple projects. You will be involved in design, development and deployment.Full Stack Java Developer Job Description: Design, develop, and implement web-based Java applications to support business requirementsFollow approved life cycle methodologies, create design documents, and perform program coding and testingResolve technical issues through debugging, research, and investigationFull Stack Java Developer Knowledge Requirements: Adept in Spring, Hibernate, JPA, Git, JavaScript, jQuery7+ years of professional software development experience in Java5+ years of Spring/Hibernate experienceAbility to problem solve, be a self-starter and hit deadlinesBachelor's degree in area of specialtyA degree of creativity and latitude is requiredFluency in EnglishBonus: Maven, Knockout, JSON, Tomcat, Linux, Log4j, Redis, other languages such as Objective-C, NodeFull Stack Java Developer Location Requirements: Local candidates onlyRelocation is not providedInterviews will be in-personThis is an on-site positionNo agencies or remotesFull Stack Java Developer Perks: A brand new laptop of your choosingPrivate officeWe are a small company. You'll have a say in things you'd like to see.Bonus based on company growthJob Type: Full-timeSalary: $60,000.00 to $105,000.00 /yearJob Location:Boca Raton, FLRequired education:Bachelor'sRequired experience:Java: 7 yearsSpring/Hibernate: 5 yearsRequired language:English"
"Software Engineer","Glyde","Menlo Park, CA","Design software applications for an on-line e-commerce marketplace technology company, including responsibility for software development and quality control functions, and for associated duties including: - Analysis of software and product design requirements and solutions- Design of new and enhanced user interface features and server-side features- Development of specifications for software applications utilizing multiple programming languages, libraries and operating systems environments (such as Ruby on Rails, Javascript, jQuery and Underscore)- Implementation of applicable code testing and quality control procedures- Improvement of systems by studying current practices and designing modifications- Collaborating closely with stakeholders such as project managers, designers, and other developers- Estimating effort and time requiredRequirements: - BS/MS in Computer Science or similar, with 2+ years of professional experience with Ruby on Rails or similar MVC framework- Excellent written and verbal communication skills- Experience with SQL and with ORM-driven database usage- Experience with SCMs (especially Subversion)- Understanding of test-driven development (TDD)- Some knowledge of HTML, UI templating, CSS/SASS and Javascript (nice to have: haml, mustache)- Knowledge of software design patterns and experience with implementation- Experience integrating 3rd-party solutions (Facebook, Twitter, Google, etc.) into Rails apps- We're moving toward a more cloud-based deployment strategy, so any experience there is also a plusJob Type: Full-timeRequired education:Bachelor'sRequired experience:Software Development: 2 years"
"Algorithm and Digital Signal Processing Engineer","SpotterRF LLC","Orem, UT","Want to be on the cutting edge of new technology and see your work make a difference? Then SpotterRF might be just the place for you. SpotterRF is the leader in a new cutting edge radar technology that is used to protect elite military forces around the world as well as critical infrastructure including oil & gas wells, electrical utilities, bridges, dams and more. SpotterRF has recently been recognized in Defense Electronics Magazine, Popular Science as Best of Whats New, Government Security News, KUTV, and recent winner of a Utah Innovations Award.We are looking for a reliable hard working Digital Signal Processing / Algorithm Development Engineer. The primary task for this person will be to work on new algorithms for our radar systems.Duties include: Develop and create new and innovative radar productsDesign, test and simulate digital signal processing algorithmsWrite firmware and test softwareWrite technical design documentation for all your designsInvestigate new technologies and propose new projectsRequirements :US CitizenBS in Electrical or Computer Engineering and 2+ years of Experience or MS in Electrical Engineering with Emphasis in Signal ProcessingAdvanced degrees in physics or mathematics with practical experience with numerical methods and digital signal processing is also acceptable * Likes to work hard and get things doneSpotterRF provides attractive benefits including: Dental BenefitHealth Insurance & HSA contributions401K Retirement Plan with employer match12.5 days of Paid Personal Time Off10 Paid holidays per year (Typically New Year's day, Presidents Day, Memorial Day, Independence Day, Labor Day, Thanksgiving, Black Friday, Christmas Eve, Christmas, New Years Eve)Cell Phone reimbursement is $50/monthJob Type: Full-timeSalary: $75,000.00 to $85,000.00 /yearJob Location:Orem, UTRequired education:Bachelor'sRequired experience:Engineering: 2 yearsAlgorithms: 1 yearDigital Signal Processing: 2 years"
"Programmer Analyst","Pengate Handling Systems, Inc.","York, PA 17406","Employment Type: Full-timeJob Type: Programmer AnalystEducation: 4-year degree in technology field or business degree with related technology experienceExperience: At least five (5) yearsIndustry: Material Handling  Information SystemsRequired Travel: NonePengate Handling Systems, Inc. is a leader in the Material Handling markets we serve throughout the North-East. We are a strong and growing company with a history of stable performance focusing on our customers. If you have a passion for understand business needs and crafting solutions, our IT department will provide challenges daily.Job Title:  Programmer AnalystJob Summary:  We are looking for a strong candidate to join our IT department. The successful candidate will be able to identify needs, then design, develop, test and maintain a solution. Candidates with strong knowledge and understanding of service organizations will have an advantage. Excellent communication skills and the desire to help people are essential.Duties and Responsibilities: Work with stakeholders to define projects, then build, test and deploy solutionsLearn and understand business processes and system interactionsProvide high level support for business applicationsInteract with vendors and support integration of external systemsDevelop and maintain documentation as requiredExhibit discretion with confidential informationQualifications: A 4-year degree in computer science or equivalent experience with business degreeAt least 5 years experienceStrong knowledge and experience using SQL is requiredMastery of a programming language and the ability to provide work samplesKnowledge of SDLC models and the ability to work within themThough not required, experience in these specific technologies will set you apart: Informix, Apex, XML, PHP, Bash, Crystal Reports, XcodeMust have exceptional communication skills and the ability to relate to a range of user levelsRequires strong problem solving, organizational and time management capabilitiesMust have a valid drivers license and good driving recordInterested candidates should email their resume containing employment history, educational background and salary history.Visit our website at www.pengate.comJob Type: Full-timeJob Location:York, PARequired experience:Programming: 5 years"
"Software Engineer (Full Stack Java) - TS/SCI cleared","Systems Definition, Inc","Reston, VA","*Please only apply if you are a US Citizen and can obtain a TS/SCI clearance. Ideal candidate will have ACTIVE TS/SCI clearance.*Systems Definition, Inc., located in Alexandria, Virginia just south of 495, is currently seeking to add to its software development team for opportunities in Reston, VA with additional work in Alexandria, VA and Washington, DC. We are a growing small business providing software application development and technical services to federal and local agencies, government contractors, and commercial clients. Our work supports innovative initiatives in the areas of defense, maritime awareness, homeland security, and First Responder technologies and applications.*Position Description*We are seeking a self-motivated software developer with demonstrated experience with full stack Java platform web application development.This is an Agile development environment, working on state-of-the-art algorithms and technology for a DOD customer located in Reston, VA. The developer will attend team meetings, have the opportunity to choose some of which tasks they are assigned and provide demonstrations to the team per iteration. These are 2 week sprints with retrospectives at the end of each sprint. Additionally the team is currently working on cloud virtualization and migrating front end global visualization from Google Earth to Cesium. There is opportunity to incorporate more automation to the process if you have the experience and knowledge to share with the team. It is a very collaborative environment, using Atlassian Tools, Jira, Confluence, Stash etc. as the backbone for our work.QualificationsStrong communication skillsAble to work independently and with little direct supervision or oversightStrong analytical and problem solving skillsAt least 3 years of full stack Java development experienceExperience with relational databasesComfort in both Windows and Linux environmentsHTML and JavaScript experience a mustA Bachelors Degree, or higher, in Computer Science, Engineering, or equivalent, is required.Active DoD Top Secret/SCI security clearanceDesired QualificationsAgile development experience with Sprint and Retrospective experience in a team environment.Rock star ability with JavascriptExperience with jQuery or ExtJSExperience with PostgresSQLExperience with Spring, and HibernateVersion control and Feature/Defect tracking experience with Atlassian Tools  JIRA, Confluence, Struts, etc. All work is tracked and managed in the Atlassian tools.Experience in Mobile Application development for Apple or AndroidData visualization technologies including mappingAbility to handle multiple projects with various priorities and deadlinesAbility to work both independently and in a collaborative environmentSDI provides a casual and flexible work environment with excellent benefits including a generous holiday and leave package, health and dental medical coverage, S-IRA retirement plan, performance bonuses, and more.Systems Definition is an Equal Employment Employer. The company provides equal employment opportunity to all applicants without regard to race, color, religion, sex, national origin, age, marital status, disability status or genetic information. Systems Definition is committed to providing equal employment opportunity for all persons in all facets of employment including recruiting, hiring, compensation, promotion, training, benefits, transfers and working conditions.Job Type: Full-timeRequired experience:Active Top secret/ SCI clearance: 1 year"
